iter	RMSE
369	524.3290426
370	524.1115615
371	524.0602996
372	523.977821
373	523.5897022
374	523.4700415
375	523.3785307
376	523.3255856
377	523.131371
378	522.9030033
379	522.7980877
380	522.6995951
381	522.5219864
382	522.2264863
383	522.1626323
384	521.8925789
385	521.8207555
386	521.7369118
387	521.540279
388	521.4551681
389	521.4404595
390	521.4180284
391	521.3002432
392	520.9545079
393	520.757052
394	520.5558715
395	520.2636795
396	520.0761624
397	520.0342226
398	519.8753234
399	519.6986192
400	519.5737793
401	519.4846465
402	519.2273759
403	519.2039153
404	519.015218
405	518.9370802
406	518.8387936
407	518.6718193
408	518.547416
409	518.4419362
410	518.3675082
411	518.0954136
412	518.0190574
413	517.8273865
414	517.732348
415	517.6306914
416	517.4920922
417	517.4227879
418	517.266798
419	517.0938361
420	516.8363911
421	516.7960178
422	516.455895
423	516.1307228
424	516.1287538
425	515.8741094
426	515.5763798
427	515.3814737
428	515.1712086
429	515.0258242
430	514.8977594
431	514.8326019
432	514.7393633
433	514.6083045
434	514.5226998
435	514.5211149
436	514.3279702
437	514.2750708
438	514.0113846
439	513.9041664
440	513.788872
441	513.7353452
442	513.641693
443	513.5060528
444	513.2813152
445	513.0504403
446	512.9270344
447	512.7989272
448	512.6767491
449	512.4871495
450	512.3562536
451	512.2876477
452	512.2397417
453	512.0193032
454	511.9850751
455	511.7723606
456	511.7459585
457	511.7380821
458	511.6415137
459	511.6381981
460	511.5157373
461	511.4628987
462	511.4150759
463	511.2587595
464	511.2556573
465	511.1938208
466	511.0831375
467	510.8846178
468	510.7326242
469	510.6446912
470	510.4867432
471	510.4205115
472	510.3819777
473	510.1029178
474	510.0541425
475	509.8065029
476	509.6220208
477	509.6145205
478	509.5093613
479	509.3400013
480	509.2897922
481	509.1435006
482	508.8157857
483	508.5904129
484	508.3876887
485	508.3206877
486	508.2135426
487	507.962145
488	507.9155051
489	507.7686213
490	507.6675402
491	507.5136955
492	507.4486846
493	507.3795524
494	507.3199907
495	507.190309
496	507.1042476
497	506.8193323
498	506.5831394
499	506.5137166
500	506.3482124
501	506.1914147
502	506.0968292
503	506.0276653
504	505.8274852
505	505.6964253
506	505.4509928
507	505.2813538
508	505.1201346
509	504.9827604
510	504.944454
511	504.864404
512	504.7393939
513	504.708741
514	504.6217476
515	504.6193779
516	504.5303379
517	504.4721537
518	504.3135539
519	504.2989063
520	504.170724
521	504.1021826
522	504.0223585
523	503.8282627
524	503.7745355
525	503.5006993
526	503.4734246
527	503.4274587
528	503.1959296
529	502.9213716
530	502.9196751
531	502.6731012
532	502.5511621
533	502.4545267
534	502.3360736
535	502.2746427
536	502.2559408
537	502.1598253
538	502.0591229
539	501.9111188
540	501.827765
541	501.6979681
542	501.5197399
543	501.4418741
544	501.3296457
545	501.1140529
546	500.9349194
547	500.8007181
548	500.7018098
549	500.4102841
550	500.2494681
551	500.1916398
552	500.1071436
553	499.7531233
554	499.6921683
555	499.4942982
556	499.4071663
557	499.3417365
558	499.0936911
559	498.8436937
560	498.782378
561	498.5745035
562	498.4208433
563	498.2800666
564	498.2761944
565	498.2230287
566	498.0388251
567	497.905014
568	497.8232729
569	497.6689963
570	497.420965
571	497.3100983
572	497.2599623
573	497.2575023
574	497.0819242
575	496.8342905
576	496.8331143
577	496.6835963
578	496.6445296
579	496.5000296
580	496.2836466
581	496.2069706
582	496.1379333
583	496.0277342
584	495.9733697
585	495.9204566
586	495.860916
587	495.6588736
588	495.4668832
589	495.427475
590	495.3040363
591	495.252017
592	495.1646849
593	494.9464943
594	494.8703412
595	494.6562997
596	494.6151385
597	494.3041118
598	494.2657199
599	494.1474101
600	494.0222503
601	493.9374793
602	493.8932341
603	493.7331269
604	493.5413094
605	493.3977937
606	493.2317703
607	493.1302472
608	493.0524633
609	492.9711586
610	492.899401
611	492.8637588
612	492.8317196
613	492.6940908
614	492.588079
615	492.4420186
616	492.4087912
617	492.257993
618	492.1315509
619	492.0891902
620	492.0018082
621	491.8854509
622	491.8242918
623	491.7255218
624	491.7119457
625	491.6307981
626	491.5664837
627	491.3160686
628	491.1699704
629	491.1320873
630	491.0337639
631	490.9124909
632	490.8474509
633	490.7249843
634	490.6682977
635	490.4865231
636	490.4331693
637	490.3889458
638	490.2215701
639	490.0372422
640	489.8663956
641	489.827524
642	489.7019068
643	489.655778
644	489.5645941
645	489.4625086
646	489.3544867
647	489.1142858
648	488.9768859
649	488.9045997
650	488.8414821
651	488.726656
652	488.6221345
653	488.51395
654	488.4202756
655	488.3895812
656	488.3634133
657	488.2339212
658	488.2010682
659	488.1694703
660	488.1459127
661	488.0718977
662	488.0533702
663	487.9863044
664	487.8973389
665	487.788999
666	487.596488
667	487.5593566
668	487.4941053
669	487.3951889
670	487.3282525
671	487.2980331
672	487.1685502
673	487.0724639
674	486.9689923
675	486.9026758
676	486.8717853
677	486.7559818
678	486.6897542
679	486.6886983
680	486.6282874
681	486.556797
682	486.4595287
683	486.0387808
684	485.8909455
685	485.8447856
686	485.6125795
687	485.5405681
688	485.4223526
689	485.2539875
690	485.1872976
691	485.0000035
692	484.7899105
693	484.5815242
694	484.5234204
695	484.4773514
696	484.3812207
697	484.2308269
698	484.1429083
699	483.9133664
700	483.8135242
701	483.6802107
702	483.5292547
703	483.3565984
704	483.3016253
705	483.2389997
706	483.1041992
707	483.000102
708	482.7973424
709	482.7644859
710	482.730805
711	482.5948991
712	482.5938702
713	482.5928788
714	482.5441394
715	482.4327051
716	482.3494366
717	482.2761365
718	482.0903052
719	482.0106345
720	481.9247916
721	481.8880031
722	481.841544
723	481.7422013
724	481.6194534
725	481.5641725
726	481.4348414
727	481.2585299
728	481.2098205
729	481.1229922
730	481.0399836
731	480.9501932
732	480.9078751
733	480.8316909
734	480.7789566
735	480.6154686
736	480.6045267
737	480.5303819
738	480.4172713
739	480.3157484
740	480.1524742
741	480.0764855
742	480.0381747
743	479.953589
744	479.8946202
745	479.7839814
746	479.72212
747	479.7207101
748	479.6402522
749	479.5731826
750	479.4377896
751	479.436951
752	479.3333546
753	479.2730944
754	479.2250887
755	479.2039777
756	479.10591
757	479.0001288
758	478.964755
759	478.8303617
760	478.727322
761	478.6909771
762	478.6566668
763	478.578886
764	478.4211869
765	478.2337587
766	478.21002
767	478.2091882
768	478.2083914
769	478.1648782
770	478.0940895
771	477.9541976
772	477.9185031
773	477.8507781
774	477.8025104
775	477.7475364
776	477.6778614
777	477.6422589
778	477.522885
779	477.4253632
780	477.2640447
781	477.2172474
782	477.1967172
783	476.9964278
784	476.8974817
785	476.8157011
786	476.7930163
787	476.664514
788	476.6169131
789	476.4785295
790	476.4778074
791	476.4354354
792	476.4264721
793	476.3569158
794	476.2110542
795	476.1317144
796	476.1169254
797	476.0267089
798	476.0260273
799	476.0039336
800	475.9975007
801	475.8828787
802	475.8214341
803	475.6994286
804	475.5717183
805	475.48233
806	475.4030412
807	475.3029358
808	475.2705397
809	475.1893416
810	475.1746138
811	475.0421822
812	474.9539911
813	474.9321498
814	474.8304822
815	474.7161041
816	474.6834838
817	474.5668548
818	474.5321427
819	474.4551667
820	474.2734428
821	474.23731
822	474.0716076
823	473.9633164
824	473.8950424
825	473.5744187
826	473.5074666
827	473.4581044
828	473.439811
829	473.379353
830	473.2988182
831	473.2234316
832	473.1658746
833	473.0498739
834	472.9568507
835	472.7357154
836	472.540766
837	472.3819156
838	472.3488027
839	472.20892
840	472.1981798
841	472.0353748
842	471.7950672
843	471.607228
844	471.4908776
845	471.4429855
846	471.3826773
847	471.3449056
848	471.3141878
849	471.1622165
850	471.0722617
851	470.983327
852	470.9555018
853	470.7850662
854	470.6059112
855	470.4802942
856	470.4594194
857	470.4112801
858	470.3209636
859	470.2250329
860	470.1314334
861	470.0030852
862	469.9319359
863	469.8324706
864	469.7670628
865	469.679243
866	469.5233292
867	469.3313576
868	469.3019368
869	469.2315756
870	469.1816864
871	469.1081752
872	469.0002709
873	468.9603928
874	468.8355964
875	468.7459132
876	468.686363
877	468.6318605
878	468.598457
879	468.5468619
880	468.4839004
881	468.4753615
882	468.4389781
883	468.3761732
884	468.2842117
885	468.2640635
886	468.1724768
887	468.1602666
888	468.1106558
889	468.0518358
890	467.9238512
891	467.6596537
892	467.5151492
893	467.4619296
894	467.2619415
895	467.2349443
896	467.1236213
897	466.9398155
898	466.7963984
899	466.7904918
900	466.7065367
901	466.6605847
902	466.476087
903	466.3966441
904	466.3047397
905	466.1014871
906	466.0810168
907	465.9973313
908	465.9619478
909	465.846481
910	465.6403887
911	465.5986725
912	465.5605586
913	465.533578
914	465.4765615
915	465.3427883
916	465.2842066
917	465.2048968
918	465.1725551
919	465.0745008
920	464.9756951
921	464.8393135
922	464.7089781
923	464.6628182
924	464.6111647
925	464.6068148
926	464.504768
927	464.3918639
928	464.314962
929	464.2883904
930	464.2454852
931	464.2235624
932	464.0978764
933	464.0166199
934	463.9643187
935	463.9323482
936	463.9315674
937	463.8179099
938	463.7670033
939	463.5775953
940	463.5702208
941	463.4762605
942	463.4146988
943	463.3991402
944	463.3012429
945	463.2837224
946	463.2617702
947	463.125453
948	463.0399633
949	462.97275
950	462.9469197
951	462.8867951
952	462.842805
953	462.775645
954	462.6952863
955	462.6702892
956	462.5901397
957	462.5738396
958	462.4871784
959	462.462443
960	462.4601088
961	462.4302874
962	462.3789117
963	462.3521678
964	462.3180244
965	462.2468419
966	462.1638343
967	462.050797
968	462.0456679
969	461.9592016
970	461.91443
971	461.7932445
972	461.7511013
973	461.6710184
974	461.6227887
975	461.5995973
976	461.5454428
977	461.5024917
978	461.4599682
979	461.4573927
980	461.4113025
981	461.3052348
982	461.2485255
983	461.1807515
984	461.1406036
985	461.0616146
986	461.0460097
987	460.9503671
988	460.9104991
989	460.8384722
990	460.7344639
991	460.7099333
992	460.693014
993	460.5642987
994	460.5340119
995	460.4871205
996	460.4600167
997	460.267398
998	460.2013133
999	460.042455
